model,year_1,price,transmission,mileage,fuelType,tax(£),mpg,engineSize,is_fake
 Tucson,2014,34117,Manual,62668,Diesel,146,11.77,1.4,1
 Ioniq,2017,7247,Other,26815,Hybrid,228,21.74,1.4,1
 Tucson,2004,17893,Semi-Auto,15884,Diesel,392,73.14,3.8,1
 IX20,2013,47266,Other,120954,Other,245,28.5,3.8,1
 Ioniq,2024,7774,Manual,268534,Other,332,79.29,0.5,1
 I10,2002,29109,Other,76005,Hybrid,148,71.15,0.9,1
 Getz,2008,44193,Manual,153415,Diesel,490,17.86,0.9,1
 I30,2002,26784,Other,265039,Other,144,47.12,1.7,1
 Veloster,2021,46096,Manual,36400,Other,173,29.96,2.7,1
 Kona,2021,2763,Manual,218375,Petrol,11,44.37,2.9,1
 Tucson,2015,35117,Manual,28405,Diesel,158,66.45,2.2,1
 Tucson,2024,12643,Semi-Auto,192910,Other,435,11.19,2.5,1
 Tucson,2001,27330,Automatic,149822,Petrol,444,53.3,1.7,1
 Amica,2008,21176,Automatic,44213,Petrol,458,63.91,2.9,1
 Accent,2017,26513,Other,134149,Other,482,76.69,0.8,1
 IX20,2016,25653,Other,107521,Diesel,103,76.88,4.9,1
 Tucson,2000,7351,Other,226827,Hybrid,27,57.0,3.9,1
 Ioniq,2017,9614,Other,183904,Diesel,143,21.66,3.3,1
 Kona,2024,45905,Automatic,152784,Petrol,21,18.46,3.5,1
 I10,2004,18988,Other,158512,Petrol,18,70.61,3.7,1
 Accent,2013,41316,Automatic,32210,Petrol,349,62.85,1.2,1
 Veloster,2008,41440,Automatic,181443,Petrol,102,46.92,4.6,1
 Accent,2000,3741,Other,278776,Petrol,144,46.41,3.2,1
 I20,2010,27736,Manual,127862,Other,112,36.99,2.1,1
 I800,2015,19253,Manual,132603,Petrol,300,67.43,1.7,1
 Terracan,2014,18344,Semi-Auto,129823,Petrol,115,75.16,4.8,1
 IX20,2014,25264,Automatic,295895,Diesel,399,25.68,0.9,1
 I800,2023,18377,Other,230292,Other,194,79.72,4.3,1
 IX20,2007,46729,Other,255735,Petrol,125,35.27,0.8,1
 I10,2013,20196,Other,11198,Petrol,212,70.71,1.4,1
 Kona,2016,3863,Automatic,211405,Diesel,488,44.8,0.5,1
 IX35,2008,16142,Other,233987,Petrol,116,37.98,3.3,1
 Terracan,2009,15947,Semi-Auto,291290,Diesel,14,26.13,1.4,1
 I40,2004,47207,Automatic,181681,Other,96,35.33,4.5,1
 Veloster,2012,36660,Semi-Auto,88718,Diesel,329,67.19,4.2,1
 Amica,2015,1896,Automatic,9473,Diesel,18,14.07,3.6,1
 IX20,2014,5883,Semi-Auto,284857,Diesel,250,17.96,0.7,1
 Getz,2015,14757,Automatic,173034,Other,152,38.39,3.5,1
 I20,2006,41553,Other,238463,Other,427,51.21,1.8,1
 IX35,2011,17534,Semi-Auto,52999,Diesel,372,64.5,4.9,1
 Terracan,2014,16001,Semi-Auto,245132,Other,134,49.48,3.5,1
 Amica,2022,47187,Semi-Auto,72064,Petrol,303,43.93,1.1,1
 I10,2005,15315,Manual,83347,Diesel,495,25.94,3.2,1
 I40,2014,17924,Automatic,263662,Other,244,70.12,4.4,1
 Amica,2010,4203,Other,46307,Other,496,13.74,4.0,1
 Getz,2007,44489,Other,63364,Hybrid,265,41.12,2.0,1
 I20,2022,11145,Semi-Auto,257053,Hybrid,241,15.74,2.8,1
 Accent,2012,49888,Automatic,106466,Petrol,58,58.57,0.7,1
 IX35,2012,46546,Semi-Auto,103642,Hybrid,186,37.06,0.9,1
 I800,2025,40067,Manual,79181,Petrol,429,32.07,4.7,1
 I30,2024,26128,Automatic,251700,Diesel,382,30.54,2.0,1
 I800,2018,19163,Other,258624,Petrol,255,55.4,2.9,1
 I10,2012,40410,Manual,299212,Hybrid,5,69.39,3.4,1
 I40,2003,17544,Semi-Auto,123868,Other,331,32.06,1.7,1
 I10,2012,26373,Manual,160578,Hybrid,288,70.8,2.0,1
 Kona,2024,2404,Automatic,227591,Hybrid,274,34.95,3.0,1
 I800,2006,30104,Semi-Auto,45563,Other,281,19.7,3.5,1
 Getz,2000,23899,Other,13676,Diesel,382,15.64,1.5,1
 Tucson,2002,17571,Semi-Auto,85686,Petrol,269,40.11,3.5,1
 Kona,2019,30129,Manual,279517,Diesel,336,59.11,3.2,1
 Kona,2004,46787,Manual,155706,Diesel,468,32.6,4.5,1
 I20,2016,41366,Manual,97513,Other,396,71.27,1.9,1
 I40,2000,27708,Manual,278569,Other,496,40.32,0.8,1
 I800,2001,16526,Other,167704,Other,315,12.35,3.4,1
 Veloster,2020,38524,Manual,24432,Other,213,77.1,0.9,1
 Amica,2005,37515,Semi-Auto,134537,Petrol,270,37.36,1.4,1
 I40,2013,48128,Other,93225,Petrol,11,38.07,4.3,1
 Terracan,2007,13354,Semi-Auto,57420,Hybrid,444,46.47,0.7,1
 Veloster,2003,4317,Manual,145747,Petrol,336,78.99,2.8,1
 Amica,2018,12146,Automatic,70273,Diesel,341,10.61,0.7,1
 Veloster,2021,15275,Automatic,250953,Petrol,357,28.76,4.3,1
 IX20,2006,36433,Manual,37900,Diesel,484,70.8,1.1,1
 IX35,2000,30887,Manual,41123,Hybrid,217,49.23,4.1,1
 Tucson,2000,22887,Semi-Auto,156104,Other,98,32.09,3.8,1
 IX20,2022,25108,Manual,52188,Petrol,319,46.33,3.5,1
 Kona,2002,1873,Manual,114146,Petrol,423,24.27,2.7,1
 I800,2013,43356,Other,35801,Diesel,410,28.69,4.0,1
 Santa Fe,2011,27438,Manual,112750,Petrol,444,46.48,2.7,1
 Amica,2018,16973,Automatic,13819,Hybrid,256,38.57,0.8,1
 Tucson,2020,48407,Other,210122,Petrol,434,49.87,3.8,1
 I10,2023,3836,Semi-Auto,25426,Other,76,18.99,4.2,1
 Ioniq,2018,13551,Other,123380,Diesel,147,69.82,2.2,1
 Amica,2001,24159,Semi-Auto,96004,Petrol,126,42.63,0.9,1
 Getz,2025,34933,Other,199429,Diesel,481,23.46,0.6,1
 Veloster,2008,35404,Manual,158026,Diesel,102,77.74,2.2,1
 IX20,2003,1195,Automatic,228228,Other,221,46.03,4.5,1
 IX35,2017,21223,Semi-Auto,6324,Other,476,43.25,1.6,1
 Ioniq,2003,15103,Other,58255,Petrol,323,19.63,2.8,1
 I10,2017,37387,Manual,288902,Hybrid,227,72.24,4.3,1
 IX20,2007,35653,Other,165606,Other,433,49.05,3.4,1
 Ioniq,2025,16088,Other,64148,Diesel,158,21.54,3.5,1
 Tucson,2000,3156,Manual,219313,Diesel,413,64.27,1.8,1
 Kona,2021,24071,Manual,15327,Petrol,169,40.0,2.7,1
 I800,2022,8771,Semi-Auto,156909,Hybrid,432,23.12,2.1,1
 I20,2023,33771,Other,123881,Petrol,489,52.24,4.8,1
 Getz,2002,17219,Manual,254922,Diesel,335,76.7,3.8,1
 Santa Fe,2001,35112,Manual,257127,Petrol,255,52.09,3.3,1
 IX35,2007,32334,Other,157799,Hybrid,386,78.15,0.9,1
 IX35,2021,17688,Automatic,268403,Other,363,65.97,4.0,1
 Tucson,2006,16185,Manual,223256,Other,281,55.9,2.4,1
 Kona,2025,11783,Manual,255566,Petrol,272,75.3,2.6,1
 Getz,2020,18993,Manual,200369,Hybrid,7,78.37,3.5,1
 Tucson,2024,13459,Semi-Auto,268241,Diesel,216,17.21,5.0,1
 Santa Fe,2019,14164,Manual,61978,Diesel,230,71.53,1.2,1
 Terracan,2003,25963,Manual,265246,Diesel,472,63.9,4.6,1
 I30,2014,33695,Automatic,257344,Other,385,76.85,4.7,1
 Tucson,2012,8583,Manual,159969,Hybrid,395,46.43,2.6,1
 I40,2008,23588,Other,108578,Other,497,24.01,3.2,1
 Santa Fe,2008,29885,Automatic,243874,Other,278,58.88,3.7,1
 Getz,2007,45066,Other,278475,Other,43,32.71,3.2,1
 Tucson,2014,32836,Manual,184242,Hybrid,257,21.08,1.2,1
 Amica,2003,35561,Semi-Auto,136005,Petrol,113,20.49,1.1,1
 Accent,2006,23010,Manual,22923,Petrol,149,77.24,2.9,1
 I10,2007,40845,Semi-Auto,36701,Other,397,68.73,2.2,1
 Ioniq,2008,43958,Manual,287033,Petrol,165,39.64,1.7,1
 Accent,2002,27683,Other,80975,Diesel,153,46.13,1.7,1
 I30,2010,35748,Semi-Auto,68978,Hybrid,123,57.93,3.3,1
 Amica,2014,10502,Manual,206038,Other,450,27.5,0.6,1
 IX20,2004,35446,Automatic,295790,Hybrid,16,22.58,1.0,1
 I20,2005,26297,Semi-Auto,282438,Petrol,150,12.58,4.9,1
 Terracan,2011,13716,Automatic,169868,Diesel,22,10.62,1.2,1
 Santa Fe,2011,8307,Semi-Auto,153767,Petrol,129,58.19,2.9,1
 Santa Fe,2013,18006,Automatic,208724,Hybrid,49,44.13,4.5,1
 Accent,2014,41444,Manual,297531,Petrol,23,49.15,3.9,1
 Accent,2024,42702,Other,292951,Diesel,58,57.18,4.4,1
 Accent,2017,5319,Automatic,156717,Other,107,21.92,0.6,1
 Ioniq,2012,30977,Semi-Auto,46340,Diesel,485,11.32,1.8,1
 Ioniq,2004,40954,Other,208636,Petrol,300,30.7,3.8,1
 I10,2001,40600,Other,251976,Diesel,286,23.11,0.9,1
 Terracan,2021,37579,Manual,260086,Diesel,77,53.67,4.7,1
 Amica,2000,32852,Semi-Auto,72407,Hybrid,217,63.0,2.5,1
 I30,2021,21667,Semi-Auto,85326,Petrol,197,76.41,3.4,1
 IX35,2023,38010,Semi-Auto,204756,Hybrid,371,34.83,0.6,1
 IX35,2018,34177,Other,195053,Diesel,426,19.43,2.3,1
 Terracan,2004,4952,Manual,27296,Other,178,75.97,2.6,1
 I10,2022,13625,Semi-Auto,278165,Petrol,188,71.98,2.9,1
 Getz,2011,45503,Semi-Auto,122404,Diesel,468,79.74,2.8,1
 Accent,2025,44240,Other,80699,Petrol,259,16.72,2.0,1
 Tucson,2022,5645,Other,160818,Hybrid,363,75.96,2.8,1
 IX20,2023,19967,Manual,63135,Other,325,73.92,3.4,1
 Tucson,2000,16888,Automatic,16179,Other,222,76.3,3.0,1
 I40,2005,22820,Automatic,280388,Diesel,181,63.68,4.3,1
 I30,2005,7226,Semi-Auto,274005,Other,28,33.32,2.6,1
 Amica,2021,25596,Manual,87651,Hybrid,485,54.15,2.8,1
 I800,2024,23328,Other,277570,Petrol,244,71.66,4.4,1
 I30,2004,23492,Semi-Auto,238194,Petrol,212,20.54,4.0,1
 Ioniq,2010,48237,Other,246189,Petrol,90,11.96,1.5,1
 Veloster,2003,3761,Other,44675,Other,49,34.48,1.7,1
 Santa Fe,2013,36075,Other,169916,Hybrid,209,32.36,3.0,1
 IX35,2019,44910,Automatic,171409,Diesel,149,32.98,3.3,1
 IX35,2019,11385,Other,192840,Petrol,79,76.11,2.9,1
 Accent,2023,23127,Other,161374,Diesel,291,57.35,0.5,1
 Santa Fe,2017,39450,Manual,259024,Petrol,325,77.1,2.9,1
 Accent,2004,33143,Other,93847,Petrol,443,30.07,0.9,1
 I800,2006,44849,Automatic,19299,Diesel,179,48.04,1.6,1
 I20,2006,34422,Automatic,103968,Hybrid,239,47.02,0.9,1
 I20,2000,14296,Other,262779,Other,284,40.61,1.4,1
 I30,2003,44361,Manual,166541,Other,433,17.32,1.7,1
 Getz,2009,18930,Other,211841,Diesel,184,64.88,2.3,1
 Accent,2004,2264,Automatic,29481,Hybrid,119,62.15,4.0,1
 Terracan,2000,35697,Automatic,176437,Diesel,497,39.31,3.3,1
 Accent,2015,39279,Other,17007,Other,117,40.13,1.7,1
 Santa Fe,2002,28170,Manual,212056,Diesel,388,52.09,4.5,1
 Accent,2011,6987,Other,206331,Diesel,126,41.64,4.1,1
 Kona,2006,31045,Automatic,204345,Hybrid,88,57.6,2.9,1
 I10,2017,17620,Automatic,75458,Hybrid,422,79.56,1.1,1
 Tucson,2005,47379,Manual,13373,Hybrid,265,51.63,2.1,1
 I800,2020,6738,Other,290720,Hybrid,103,78.58,1.4,1
 Amica,2020,43353,Other,277984,Hybrid,436,18.71,1.9,1
 I10,2018,23793,Other,115953,Other,347,44.59,1.0,1
 I10,2007,7947,Automatic,53131,Diesel,75,30.67,2.9,1
 I30,2000,14124,Other,25881,Hybrid,36,40.09,0.5,1
 I30,2013,26019,Automatic,113351,Petrol,436,46.58,2.5,1
 I20,2005,9602,Automatic,135492,Other,317,10.01,4.2,1
 Santa Fe,2002,35499,Manual,138729,Diesel,214,72.37,1.0,1
 Amica,2021,8360,Manual,150619,Petrol,201,18.64,1.0,1
 I30,2011,10338,Automatic,214427,Hybrid,62,10.09,1.7,1
 Santa Fe,2001,21316,Other,104373,Hybrid,444,22.38,3.4,1
 Kona,2024,23093,Semi-Auto,156206,Other,80,31.82,3.6,1
 IX20,2023,1815,Automatic,125893,Diesel,475,71.42,4.8,1
 I20,2024,1933,Other,219154,Hybrid,327,58.48,1.5,1
 Santa Fe,2024,22094,Manual,281975,Hybrid,97,18.5,2.9,1
 I20,2020,49975,Other,272244,Hybrid,20,10.94,0.8,1
 Santa Fe,2018,44169,Automatic,81091,Hybrid,332,44.42,3.0,1
 I800,2008,26400,Manual,125605,Hybrid,169,40.29,4.0,1
 I20,2012,4010,Manual,35156,Other,477,16.84,4.4,1
 Amica,2023,4417,Automatic,51986,Diesel,12,23.62,3.8,1
 Veloster,2009,34351,Other,164796,Diesel,119,28.51,2.4,1
 Kona,2000,3328,Manual,99937,Diesel,294,40.24,3.6,1
 I10,2019,20077,Other,190158,Hybrid,149,38.83,4.4,1
 Terracan,2022,27753,Other,10472,Hybrid,58,15.34,3.4,1
 IX20,2005,31968,Manual,98970,Other,395,34.59,0.8,1
 Kona,2005,4142,Semi-Auto,143310,Other,197,15.2,4.4,1
 Terracan,2011,6705,Manual,146795,Hybrid,222,28.09,3.7,1
 Ioniq,2017,41917,Other,60552,Hybrid,478,41.19,1.6,1
 I40,2017,5213,Other,94429,Hybrid,108,52.56,1.4,1
 Ioniq,2005,8146,Manual,105980,Hybrid,424,28.78,2.4,1
 I30,2023,1634,Semi-Auto,77874,Other,427,66.45,4.3,1
 Terracan,2021,49507,Manual,76109,Hybrid,240,35.41,2.4,1
 I10,2004,31772,Manual,287920,Hybrid,470,46.96,0.6,1
 Amica,2006,14666,Manual,282962,Hybrid,61,26.81,1.1,1
 I20,2000,18667,Automatic,154514,Diesel,379,69.84,4.0,1
 Ioniq,2008,48260,Other,148789,Diesel,490,45.94,2.2,1
 I20,2000,33700,Semi-Auto,234425,Hybrid,440,65.59,2.7,1
 Tucson,2009,47236,Other,5869,Other,201,52.12,3.6,1
 IX35,2010,30324,Other,45098,Other,457,19.56,4.4,1
 I10,2002,22660,Semi-Auto,168408,Petrol,137,42.77,4.4,1
 Terracan,2011,40626,Manual,8959,Diesel,165,20.75,1.6,1
 IX20,2015,38851,Other,90715,Hybrid,46,74.92,2.7,1
 I20,2021,21358,Semi-Auto,20827,Hybrid,435,51.55,3.7,1
 Accent,2016,30276,Semi-Auto,203486,Diesel,27,75.28,2.2,1
 Ioniq,2011,12846,Other,121425,Other,328,72.76,3.1,1
 Kona,2016,49063,Automatic,148637,Diesel,346,32.64,2.9,1
 Amica,2015,31930,Automatic,209157,Petrol,35,56.86,3.9,1
 I800,2018,4369,Automatic,160010,Other,258,41.86,3.5,1
 IX20,2014,35169,Semi-Auto,135754,Hybrid,415,17.85,4.0,1
 Santa Fe,2022,23089,Semi-Auto,295076,Other,154,57.33,1.8,1
 Amica,2003,14825,Manual,225734,Diesel,338,49.31,1.6,1
 Terracan,2011,19584,Other,190716,Petrol,139,76.6,0.5,1
 I30,2016,33930,Automatic,54000,Diesel,229,32.74,3.7,1
 Accent,2006,14053,Manual,265992,Diesel,341,58.21,0.5,1
 Tucson,2012,34928,Automatic,94414,Hybrid,131,14.04,4.9,1
 Ioniq,2017,46635,Manual,242588,Petrol,324,58.08,3.0,1
 I800,2006,26156,Other,183221,Petrol,212,68.38,2.0,1
 Veloster,2018,22669,Semi-Auto,174394,Hybrid,293,25.0,2.5,1
 Getz,2015,4130,Semi-Auto,84269,Hybrid,342,53.6,2.1,1
 IX20,2014,28264,Other,48144,Hybrid,1,41.23,2.4,1
 Santa Fe,2023,10489,Other,249218,Diesel,305,38.14,1.1,1
 Getz,2008,24988,Semi-Auto,155425,Petrol,418,48.14,1.9,1
 Accent,2005,2890,Manual,73657,Hybrid,374,44.09,4.2,1
 I20,2007,17395,Other,86417,Diesel,248,75.08,1.2,1
 IX35,2024,4248,Other,271208,Other,27,24.54,4.8,1
 I10,2020,11663,Automatic,83900,Other,247,30.09,1.9,1
 I800,2014,24976,Automatic,153861,Petrol,17,20.35,3.4,1
 Tucson,2019,22122,Semi-Auto,273569,Hybrid,83,12.74,3.2,1
 Tucson,2017,16614,Manual,260994,Diesel,226,12.71,1.2,1
 I20,2002,7523,Semi-Auto,286263,Diesel,186,55.71,4.2,1
 I800,2006,6166,Manual,235417,Petrol,100,42.62,4.6,1
 Ioniq,2001,41647,Other,82845,Other,77,63.09,3.0,1
 Ioniq,2017,41472,Automatic,199798,Other,172,12.35,3.6,1
 I20,2008,27495,Manual,4408,Hybrid,374,59.05,2.1,1
 I30,2021,13252,Manual,293590,Hybrid,306,67.22,1.8,1
 Santa Fe,2009,33757,Manual,220433,Diesel,237,47.1,4.3,1
 Getz,2025,48194,Semi-Auto,89738,Petrol,104,17.23,1.8,1
 Ioniq,2008,18386,Other,210062,Hybrid,500,20.24,0.8,1
 Veloster,2011,6772,Manual,229350,Petrol,16,77.18,4.2,1
 IX20,2003,28439,Automatic,112611,Diesel,296,16.27,1.6,1
 Accent,2014,46734,Automatic,97351,Petrol,38,30.23,2.8,1
 IX35,2005,30330,Semi-Auto,52966,Petrol,488,27.98,3.6,1
 Tucson,2021,41593,Manual,276894,Other,286,33.47,3.8,1
 Santa Fe,2025,33294,Other,122117,Other,227,50.3,2.5,1
 I20,2024,7035,Automatic,110394,Hybrid,254,40.8,0.9,1
 Getz,2004,34326,Manual,2596,Petrol,261,30.79,4.1,1
 Santa Fe,2016,16527,Other,254349,Petrol,353,70.76,1.6,1
 I30,2022,41027,Other,274780,Diesel,490,68.46,3.3,1
 I40,2013,31328,Semi-Auto,40443,Diesel,398,20.02,3.8,1
 Tucson,2025,42609,Semi-Auto,91936,Petrol,383,33.81,3.3,1
 IX20,2008,32549,Manual,1709,Other,402,22.5,0.6,1
 I20,2011,12952,Other,299996,Hybrid,211,48.34,5.0,1
 I800,2016,37840,Semi-Auto,93312,Other,339,79.84,1.3,1
 IX35,2018,21910,Automatic,204997,Diesel,371,21.51,4.3,1
 I800,2022,1068,Manual,186069,Other,382,41.59,4.4,1
 IX35,2003,5702,Other,222698,Hybrid,56,19.77,3.4,1
 Getz,2008,29868,Semi-Auto,286798,Diesel,444,33.03,3.8,1
 Getz,2014,48006,Automatic,294074,Diesel,480,34.02,2.2,1
 Kona,2013,41929,Manual,121166,Diesel,395,64.27,2.9,1
 I20,2010,4052,Semi-Auto,221573,Diesel,53,52.84,3.8,1
 I800,2012,26151,Semi-Auto,221035,Hybrid,218,74.94,2.6,1
 I40,2024,40851,Automatic,120119,Petrol,315,58.93,3.9,1
 IX35,2022,14322,Semi-Auto,263433,Petrol,489,33.43,2.9,1
 IX20,2003,48432,Semi-Auto,299199,Hybrid,470,47.98,1.9,1
 Ioniq,2024,23878,Automatic,285398,Diesel,449,59.64,1.8,1
 Ioniq,2014,30641,Semi-Auto,27103,Diesel,125,42.18,3.5,1
 Tucson,2015,14338,Other,102459,Hybrid,72,25.82,3.2,1
 I30,2020,30942,Semi-Auto,187642,Other,132,39.06,3.0,1
 IX35,2014,3512,Manual,96208,Hybrid,117,70.16,3.0,1
 Tucson,2015,2447,Automatic,271462,Hybrid,182,51.16,3.5,1
 Ioniq,2022,43319,Manual,131277,Diesel,197,47.85,1.9,1
 Santa Fe,2016,40303,Semi-Auto,254658,Hybrid,191,19.21,4.7,1
 I30,2005,37356,Manual,56482,Diesel,311,72.48,2.0,1
 I40,2019,19360,Automatic,102143,Petrol,227,31.56,0.7,1
 Tucson,2020,1927,Other,280367,Other,300,54.27,1.7,1
 I40,2017,41212,Automatic,227157,Diesel,338,39.46,2.7,1
 IX20,2013,11281,Automatic,125552,Other,129,69.47,1.0,1
 I800,2014,22056,Manual,70041,Hybrid,420,11.75,1.2,1
 Kona,2002,12130,Automatic,143235,Diesel,423,35.9,1.3,1
 I20,2008,46868,Automatic,230356,Diesel,114,74.27,1.8,1
 Accent,2018,8954,Automatic,20081,Other,303,27.64,2.8,1
 Santa Fe,2012,9548,Semi-Auto,130165,Other,105,21.06,1.4,1
 Amica,2000,37479,Semi-Auto,83544,Hybrid,37,79.74,3.4,1
 IX35,2024,12747,Manual,138994,Petrol,9,62.06,4.3,1
 Santa Fe,2018,47196,Semi-Auto,177434,Other,163,32.63,2.1,1
 Veloster,2012,37512,Manual,222319,Hybrid,90,15.82,0.9,1
 Accent,2003,13242,Semi-Auto,89639,Diesel,202,67.37,2.2,1
 Getz,2002,44300,Automatic,43221,Other,47,65.38,3.1,1
 I20,2025,21117,Automatic,175091,Hybrid,296,55.42,1.3,1
 I800,2001,29107,Manual,276532,Diesel,272,48.72,0.6,1
 IX20,2015,4271,Manual,146245,Petrol,137,32.7,3.6,1
 IX20,2018,23255,Manual,247536,Other,135,31.63,0.7,1
 Tucson,2005,35612,Semi-Auto,52304,Petrol,51,21.59,0.7,1
 I30,2008,15642,Automatic,201571,Diesel,246,77.13,0.8,1
 I20,2001,24811,Automatic,292734,Petrol,203,79.43,4.3,1
 I10,2006,13569,Semi-Auto,131121,Hybrid,33,51.13,2.4,1
 Ioniq,2006,41450,Other,46725,Hybrid,291,10.29,4.7,1
 I30,2001,1221,Automatic,283415,Diesel,404,53.67,3.9,1
 Ioniq,2009,11634,Semi-Auto,145829,Diesel,489,33.8,4.4,1
 Santa Fe,2004,39778,Semi-Auto,68407,Diesel,96,39.66,0.6,1
 I30,2003,26511,Other,299669,Petrol,415,65.96,1.7,1
 Tucson,2023,7375,Other,272954,Other,67,14.55,1.4,1
 Tucson,2000,36331,Manual,78149,Other,267,25.68,1.9,1
 Amica,2017,38582,Semi-Auto,233357,Diesel,139,50.91,2.7,1
 IX35,2000,49779,Manual,219242,Diesel,4,70.22,1.3,1
 I30,2016,23183,Semi-Auto,278467,Diesel,218,13.85,1.1,1
 Accent,2009,26844,Manual,180825,Diesel,74,14.64,2.7,1
 Amica,2000,48111,Manual,130163,Diesel,40,27.05,3.2,1
 Tucson,2013,25536,Manual,276257,Hybrid,8,24.64,1.2,1
 IX20,2010,39161,Automatic,282589,Diesel,300,78.59,4.7,1
 Accent,2023,10376,Automatic,81158,Other,98,67.45,0.9,1
 Santa Fe,2014,3097,Semi-Auto,245926,Petrol,28,25.66,4.2,1
 Ioniq,2020,20895,Other,204017,Petrol,25,65.17,1.0,1
 Tucson,2024,1813,Manual,274699,Hybrid,146,19.6,3.6,1
 IX35,2007,25789,Manual,254591,Hybrid,111,49.99,3.9,1
 I30,2001,7466,Semi-Auto,127308,Diesel,162,19.05,4.5,1
 IX20,2003,10208,Other,57802,Diesel,484,79.57,1.4,1
 I20,2013,13186,Other,245572,Petrol,432,17.63,3.9,1
 Getz,2009,20735,Other,243291,Diesel,149,58.19,4.3,1
 Amica,2023,18042,Other,145995,Petrol,299,42.83,2.3,1
 Amica,2008,5090,Other,220281,Diesel,374,65.93,2.6,1
 Accent,2019,42499,Automatic,274973,Petrol,271,14.45,2.1,1
 Veloster,2017,4211,Other,146299,Other,362,52.87,3.2,1
 I10,2024,40910,Semi-Auto,293850,Hybrid,270,64.28,1.6,1
 I20,2002,33529,Manual,141087,Petrol,114,29.37,1.2,1
 I800,2000,27267,Semi-Auto,121296,Other,184,39.28,1.4,1
 Veloster,2005,24747,Semi-Auto,119962,Petrol,129,49.93,1.0,1
 Ioniq,2025,34470,Automatic,236283,Other,346,58.68,2.2,1
 Terracan,2008,15279,Semi-Auto,22015,Other,297,61.66,1.4,1
 I40,2014,25987,Other,53209,Petrol,196,26.6,2.0,1
 Santa Fe,2007,38485,Manual,198674,Hybrid,286,72.77,2.3,1
 I10,2016,31677,Other,69483,Other,242,28.61,4.4,1
 I40,2001,36276,Semi-Auto,219976,Diesel,310,78.69,2.4,1
 Terracan,2020,1552,Automatic,128447,Hybrid,202,21.43,2.8,1
 Amica,2016,42562,Semi-Auto,145966,Hybrid,101,10.57,1.3,1
 Terracan,2009,48778,Other,205964,Diesel,124,43.78,3.4,1
 Terracan,2017,13931,Semi-Auto,166931,Diesel,137,21.5,2.2,1
 Accent,2000,28987,Manual,184730,Diesel,182,43.33,4.0,1
 Kona,2014,15843,Manual,248419,Petrol,470,62.24,1.1,1
 IX35,2011,29878,Semi-Auto,85810,Diesel,160,40.66,3.3,1
 I800,2020,2181,Manual,151500,Petrol,461,64.07,1.6,1
 I20,2014,5227,Other,123738,Other,155,63.47,4.7,1
 Tucson,2024,39443,Semi-Auto,219149,Other,351,70.87,3.5,1
 I40,2021,34019,Semi-Auto,81687,Petrol,492,27.56,3.8,1
 Terracan,2018,13031,Other,84109,Petrol,422,72.03,2.9,1
 IX35,2001,19953,Automatic,167821,Other,224,44.0,4.9,1
 Tucson,2013,25690,Other,244477,Petrol,339,33.92,4.9,1
 I40,2006,22682,Automatic,172696,Hybrid,111,21.82,4.5,1
 IX35,2021,29266,Other,294973,Other,131,19.42,1.1,1
 Accent,2009,39658,Semi-Auto,167836,Petrol,106,65.44,3.9,1
 Amica,2023,49007,Manual,241959,Petrol,159,56.46,0.8,1
 I40,2002,4078,Manual,218459,Other,495,41.37,4.1,1
 Santa Fe,2025,33151,Automatic,177775,Petrol,131,46.04,2.9,1
 I10,2018,37953,Automatic,84367,Petrol,107,38.35,2.9,1
 Kona,2006,20558,Semi-Auto,80003,Hybrid,265,30.54,1.0,1
 I10,2007,32757,Semi-Auto,258949,Petrol,6,27.35,4.4,1
 I10,2022,26099,Other,258233,Diesel,154,53.64,2.6,1
 Terracan,2009,31431,Semi-Auto,171639,Petrol,459,21.24,4.3,1
 Amica,2011,4511,Semi-Auto,164169,Petrol,122,13.57,4.4,1
 IX20,2006,40534,Manual,228457,Diesel,27,53.74,2.4,1
 I40,2006,30201,Automatic,180740,Hybrid,120,35.34,4.3,1
 I10,2020,44858,Other,288576,Petrol,223,45.88,1.2,1
 Kona,2008,6537,Automatic,185038,Other,358,42.9,3.3,1
 Terracan,2013,30112,Manual,181446,Other,421,31.62,2.8,1
 I10,2001,23311,Automatic,235338,Other,296,19.18,2.1,1
 Ioniq,2007,48086,Manual,1376,Other,414,42.98,3.6,1
 I30,2010,43063,Other,106065,Hybrid,435,29.87,1.5,1
 Terracan,2023,20108,Other,243215,Diesel,290,29.05,1.7,1
 IX20,2007,42504,Automatic,34529,Diesel,124,58.42,3.7,1
 Terracan,2012,22587,Other,66527,Petrol,334,40.77,2.9,1
 IX35,2019,41194,Semi-Auto,30043,Other,152,36.87,2.4,1
 I10,2022,6649,Automatic,239827,Hybrid,479,37.45,2.3,1
 I30,2022,47451,Other,36539,Other,394,20.79,2.5,1
 I40,2008,5902,Automatic,205299,Diesel,333,38.37,5.0,1
 Ioniq,2014,33055,Manual,149482,Diesel,487,62.78,1.7,1
 I40,2004,26032,Semi-Auto,81699,Diesel,499,65.93,2.4,1
 Ioniq,2000,42090,Manual,147266,Petrol,356,23.25,1.6,1
 Getz,2012,22133,Manual,147469,Diesel,69,39.51,1.6,1
 Kona,2013,8254,Manual,73241,Hybrid,108,69.94,4.5,1
 I800,2021,43843,Automatic,3950,Other,218,37.74,0.9,1
 I30,2010,2914,Semi-Auto,157399,Hybrid,93,25.42,1.1,1
 I40,2001,46534,Semi-Auto,14219,Hybrid,41,65.62,5.0,1
